No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir,pm2.5_1ago,pm2.5_2ago,pm2.5_3ago
5237,2010,8,7,4,76,17,22,1013,cv,3.56,0,0,85,78,65
5238,2010,8,7,5,79,17,21,1013,cv,4.45,0,0,76,85,78
5239,2010,8,7,6,92,18,21,1013,SE,0.89,0,0,79,76,85
5240,2010,8,7,7,105,18,22,1013,cv,0.89,0,0,92,79,76
5241,2010,8,7,8,90,18,23,1013,SE,1.79,0,0,105,92,79
5242,2010,8,7,9,108,18,24,1013,SE,3.58,0,0,90,105,92
5243,2010,8,7,10,105,20,26,1012,SE,5.37,0,0,108,90,105
5244,2010,8,7,11,106,20,27,1012,SE,8.5,0,0,105,108,90
5245,2010,8,7,12,106,20,27,1011,SE,11.63,0,0,106,105,108
5246,2010,8,7,13,107,20,28,1010,SE,15.65,0,0,106,106,105
5247,2010,8,7,14,119,20,29,1009,SE,19.67,0,0,107,106,106
5248,2010,8,7,15,108,21,28,1008,SE,23.69,0,0,119,107,106
5249,2010,8,7,16,101,20,28,1008,SE,28.61,0,0,108,119,107
5250,2010,8,7,17,91,19,27,1007,SE,33.53,0,0,101,108,119
5251,2010,8,7,18,38,17,27,1007,SE,37.55,0,0,91,101,108
5252,2010,8,7,19,39,15,26,1008,SE,41.57,0,0,38,91,101
5253,2010,8,7,20,42,15,25,1008,SE,44.7,0,0,39,38,91
5254,2010,8,7,21,39,16,25,1009,SE,47.83,0,1,42,39,38
5255,2010,8,7,22,38,18,23,1009,NE,0.89,0,2,39,42,39
5256,2010,8,7,23,38,18,22,1008,cv,0.89,0,3,38,39,42
5257,2010,8,8,0,45,19,22,1007,NW,3.13,0,4,38,38,39
5258,2010,8,8,1,40,19,20,1006,cv,0.89,0,5,45,38,38
5259,2010,8,8,2,44,19,21,1006,NW,3.13,0,6,40,45,38
5260,2010,8,8,3,44,19,21,1005,cv,0.45,0,7,44,40,45
5261,2010,8,8,4,55,19,21,1005,cv,1.34,0,0,44,44,40
5262,2010,8,8,5,62,19,21,1005,cv,2.23,0,0,55,44,44
5263,2010,8,8,6,63,19,21,1005,cv,2.68,0,0,62,55,44
5264,2010,8,8,7,56,19,21,1005,NW,3.13,0,0,63,62,55
5265,2010,8,8,8,68,19,23,1005,NW,7.15,0,0,56,63,62
5266,2010,8,8,9,57,19,23,1005,NW,10.28,0,0,68,56,63
5267,2010,8,8,10,71,19,26,1004,NW,12.07,0,0,57,68,56
5268,2010,8,8,11,66,19,27,1004,cv,0.89,0,0,71,57,68
5269,2010,8,8,12,75,19,28,1004,SE,3.13,0,0,66,71,57
5270,2010,8,8,13,81,19,30,1003,SE,4.92,0,0,75,66,71
5271,2010,8,8,14,98,20,31,1003,SE,6.71,0,0,81,75,66
5272,2010,8,8,15,114,20,32,1003,SE,8.5,0,0,98,81,75
5273,2010,8,8,16,119,21,32,1002,SE,10.29,0,0,114,98,81
5274,2010,8,8,17,125,21,30,1002,SE,14.31,0,0,119,114,98
5275,2010,8,8,18,115,22,29,1002,SE,17.44,0,0,125,119,114
5276,2010,8,8,19,124,22,27,1002,SE,20.57,0,0,115,125,119
5277,2010,8,8,20,141,22,26,1003,SE,23.7,0,0,124,115,125
5278,2010,8,8,21,157,22,26,1004,SE,25.49,0,0,141,124,115
5279,2010,8,8,22,187,23,26,1004,SE,28.62,0,0,157,141,124
5280,2010,8,8,23,221,22,26,1005,cv,0.89,0,0,187,157,141
5281,2010,8,9,0,221,23,25,1005,NE,1.79,0,0,221,187,157
5282,2010,8,9,1,221,22,25,1005,cv,0.89,0,0,221,221,187
5283,2010,8,9,2,218,23,25,1003,NE,3.13,0,0,221,221,221
5284,2010,8,9,3,231,22,24,1003,cv,0.89,0,0,218,221,221
5285,2010,8,9,4,231,22,25,1003,NW,3.13,0,0,231,218,221
5286,2010,8,9,5,231,22,24,1002,SE,1.79,0,0,231,231,218
5287,2010,8,9,6,208,22,24,1003,cv,0.89,0,0,231,231,231
5288,2010,8,9,7,211,23,25,1004,cv,1.78,0,0,208,231,231
5289,2010,8,9,8,255,23,25,1004,SE,1.79,0,0,211,208,231
5290,2010,8,9,9,258,22,26,1004,SE,3.58,0,0,255,211,208
5291,2010,8,9,10,246,23,27,1004,SE,5.37,0,0,258,255,211
5292,2010,8,9,11,239,23,29,1005,cv,1.79,0,0,246,258,255
5293,2010,8,9,12,207,22,29,1005,SE,1.79,0,0,239,246,258
5294,2010,8,9,13,224,22,31,1004,SE,3.58,0,0,207,239,246
5295,2010,8,9,14,245,22,31,1003,SE,6.71,0,0,224,207,239
5296,2010,8,9,15,221,22,31,1003,SE,8.5,0,0,245,224,207
5297,2010,8,9,16,208,22,31,1003,SE,11.63,0,0,221,245,224
5298,2010,8,9,17,209,22,31,1003,SE,14.76,0,0,208,221,245
5299,2010,8,9,18,224,22,30,1003,SE,17.89,0,0,209,208,221
5300,2010,8,9,19,270,22,29,1003,SE,21.02,0,0,224,209,208
5301,2010,8,9,20,271,23,28,1004,cv,0.89,0,0,270,224,209
5302,2010,8,9,21,297,23,27,1005,SE,1.79,0,0,271,270,224
5303,2010,8,9,22,275,23,26,1006,cv,0.89,0,0,297,271,270
5304,2010,8,9,23,295,23,27,1006,SE,1.79,0,0,275,297,271
5305,2010,8,10,0,336,24,26,1006,SE,2.68,0,0,295,275,297
5306,2010,8,10,1,360,23,26,1006,NE,1.79,0,0,336,295,275
5307,2010,8,10,2,263,24,26,1006,cv,0.89,0,0,360,336,295
5308,2010,8,10,3,271,23,25,1006,NE,1.79,0,0,263,360,336
5309,2010,8,10,4,284,20,24,1006,NW,3.13,0,0,271,263,360
5310,2010,8,10,5,145,17,24,1006,NW,4.92,0,0,284,271,263
5311,2010,8,10,6,123,15,23,1007,NW,8.05,0,0,145,284,271
5312,2010,8,10,7,65,14,24,1007,NW,12.07,0,0,123,145,284
5313,2010,8,10,8,32,13,25,1008,NW,16.99,0,0,65,123,145
5314,2010,8,10,9,34,12,26,1008,NW,21.01,0,0,32,65,123
5315,2010,8,10,10,45,11,28,1007,NE,4.02,0,0,34,32,65
5316,2010,8,10,11,17,12,30,1007,SE,1.79,0,0,45,34,32
5317,2010,8,10,12,40,14,31,1007,cv,0.89,0,0,17,45,34
5318,2010,8,10,13,60,18,32,1007,SE,3.13,0,0,40,17,45
5319,2010,8,10,14,83,20,33,1006,SE,6.26,0,0,60,40,17
5320,2010,8,10,15,110,20,33,1006,SE,8.05,0,0,83,60,40
5321,2010,8,10,16,121,20,32,1005,SE,11.18,0,0,110,83,60
5322,2010,8,10,17,155,21,30,1005,SE,16.1,0,0,121,110,83
5323,2010,8,10,18,168,21,29,1005,SE,19.23,0,0,155,121,110
5324,2010,8,10,19,154,21,27,1005,SE,23.25,0,0,168,155,121
5325,2010,8,10,20,160,21,27,1006,SE,26.38,0,0,154,168,155
5326,2010,8,10,21,175,22,26,1006,SE,28.17,0,0,160,154,168
5327,2010,8,10,22,172,23,26,1006,SE,29.96,0,0,175,160,154
5328,2010,8,10,23,183,23,26,1006,SE,31.75,0,0,172,175,160
5329,2010,8,11,0,182,23,25,1007,cv,0.89,0,0,183,172,175
5330,2010,8,11,1,194,23,25,1006,SE,1.79,0,0,182,183,172
5331,2010,8,11,2,132,23,25,1006,SE,3.58,0,0,194,182,183
5332,2010,8,11,3,141,23,24,1006,SE,5.37,0,0,132,194,182
5333,2010,8,11,4,122,23,24,1005,SE,7.16,0,0,141,132,194
5334,2010,8,11,5,101,22,24,1005,SE,8.95,0,0,122,141,132
5335,2010,8,11,6,100,22,24,1005,SE,10.74,0,0,101,122,141
5336,2010,8,11,7,92,22,25,1006,SE,12.53,0,0,100,101,122
5337,2010,8,11,8,94,23,25,1006,SE,14.32,0,0,92,100,101
5338,2010,8,11,9,120,23,26,1005,SE,17.45,0,0,94,92,100
5339,2010,8,11,10,166,23,26,1006,SE,20.58,0,1,120,94,92
5340,2010,8,11,11,223,23,26,1005,SE,23.71,0,0,166,120,94
5341,2010,8,11,12,181,23,26,1005,SE,27.73,0,1,223,166,120
5342,2010,8,11,13,128,23,26,1005,SE,31.75,0,2,181,223,166
5343,2010,8,11,14,117,22,26,1005,SE,35.77,0,0,128,181,223
5344,2010,8,11,15,97,22,27,1004,SE,38.9,0,1,117,128,181
5345,2010,8,11,16,96,21,27,1004,SE,42.92,0,0,97,117,128
5346,2010,8,11,17,79,21,26,1004,SE,46.94,0,0,96,97,117
5347,2010,8,11,18,61,21,26,1004,SE,50.96,0,1,79,96,97
5348,2010,8,11,19,66,21,25,1004,SE,54.09,0,0,61,79,96
5349,2010,8,11,20,69,20,25,1004,SE,57.22,0,0,66,61,79
5350,2010,8,11,21,76,20,25,1004,cv,1.79,0,0,69,66,61
5351,2010,8,11,22,81,20,24,1004,SE,1.79,0,0,76,69,66
5352,2010,8,11,23,70,20,23,1004,SE,3.58,0,0,81,76,69
5353,2010,8,12,0,83,20,22,1004,SE,5.37,0,0,70,81,76
5354,2010,8,12,1,81,20,22,1003,cv,0.89,0,0,83,70,81
5355,2010,8,12,2,74,20,21,1003,cv,1.34,0,0,81,83,70
5356,2010,8,12,3,70,19,21,1003,NE,0.89,0,0,74,81,83
5357,2010,8,12,4,74,20,21,1003,cv,0.45,0,0,70,74,81
5358,2010,8,12,5,94,20,21,1003,SE,0.89,0,0,74,70,74
5359,2010,8,12,6,111,20,21,1002,NW,1.79,0,0,94,74,70
5360,2010,8,12,7,115,21,22,1002,cv,0.45,0,0,111,94,74
5361,2010,8,12,8,117,22,24,1002,NE,1.79,0,0,115,111,94
5362,2010,8,12,9,110,21,27,1002,cv,0.89,0,0,117,115,111
5363,2010,8,12,10,96,20,28,1002,NW,1.79,0,0,110,117,115
5364,2010,8,12,11,93,21,29,1001,cv,0.89,0,0,96,110,117
5365,2010,8,12,12,113,22,31,1001,cv,1.78,0,0,93,96,110
5366,2010,8,12,13,111,21,33,1001,SE,1.79,0,0,113,93,96
5367,2010,8,12,14,115,21,33,1000,cv,1.79,0,0,111,113,93
5368,2010,8,12,15,105,21,33,999,SE,1.79,0,0,115,111,113
5369,2010,8,12,16,94,22,33,998,SE,5.81,0,0,105,115,111
5370,2010,8,12,17,99,21,32,998,SE,9.83,0,0,94,105,115
5371,2010,8,12,18,71,22,31,998,SE,13.85,0,0,99,94,105
5372,2010,8,12,19,53,23,29,999,SE,16.98,0,0,71,99,94
5373,2010,8,12,20,47,23,27,1000,SE,18.77,0,0,53,71,99
5374,2010,8,12,21,83,23,27,1001,SE,20.56,0,0,47,53,71
5375,2010,8,12,22,96,24,27,1002,cv,0.89,0,0,83,47,53
5376,2010,8,12,23,111,24,27,1001,SE,3.13,0,0,96,83,47
5377,2010,8,13,0,100,24,27,1001,SE,6.26,0,0,111,96,83
5378,2010,8,13,1,84,24,27,1001,SE,8.05,0,0,100,111,96
5379,2010,8,13,2,88,24,26,1000,SE,9.84,0,0,84,100,111
5380,2010,8,13,3,79,24,26,1000,SE,11.63,0,0,88,84,100
5381,2010,8,13,4,75,24,26,1000,SE,13.42,0,0,79,88,84
5382,2010,8,13,5,88,24,26,1000,SE,15.21,0,0,75,79,88
5383,2010,8,13,6,87,24,26,1001,SE,16.1,0,0,88,75,79
5384,2010,8,13,7,96,24,26,1001,NE,0.89,0,0,87,88,75
5385,2010,8,13,8,96,24,26,1002,SE,0.89,0,0,96,87,88
5386,2010,8,13,9,132,24,27,1002,cv,0.89,0,1,96,96,87
5387,2010,8,13,10,141,25,28,1002,cv,1.78,0,0,132,96,96
5388,2010,8,13,11,174,25,28,1002,SE,1.79,0,0,141,132,96
5389,2010,8,13,12,167,25,28,1002,SE,3.58,0,0,174,141,132
5390,2010,8,13,13,184,25,29,1002,cv,0.89,0,0,167,174,141
5391,2010,8,13,14,194,25,29,1001,SE,3.13,0,0,184,167,174
5392,2010,8,13,15,190,25,30,1001,SE,7.15,0,0,194,184,167
5393,2010,8,13,16,146,25,30,1001,SE,11.17,0,0,190,194,184
5394,2010,8,13,17,183,25,29,1000,SE,12.96,0,0,146,190,194
5395,2010,8,13,18,157,25,29,1000,SE,16.09,0,0,183,146,190
5396,2010,8,13,19,144,25,28,1000,SE,19.22,0,1,157,183,146
5397,2010,8,13,20,NA,25,27,1001,cv,3.13,0,0,144,157,183
5398,2010,8,13,21,NA,25,27,1001,SE,1.79,0,0,NA,144,157
5399,2010,8,13,22,NA,25,27,1001,NE,1.79,0,0,NA,NA,144
5400,2010,8,13,23,NA,25,26,1000,SE,3.13,0,0,NA,NA,NA
5401,2010,8,14,0,NA,24,26,999,SE,6.26,0,0,NA,NA,NA
5402,2010,8,14,1,NA,24,26,999,SE,8.05,0,0,NA,NA,NA
5403,2010,8,14,2,NA,24,25,999,NE,1.79,0,0,NA,NA,NA
5404,2010,8,14,3,NA,24,25,999,SE,1.79,0,0,NA,NA,NA
5405,2010,8,14,4,NA,23,25,999,cv,0.45,0,0,NA,NA,NA
5406,2010,8,14,5,NA,23,24,998,NE,0.89,0,0,NA,NA,NA
5407,2010,8,14,6,NA,22,23,999,NW,1.79,0,0,NA,NA,NA
5408,2010,8,14,7,NA,23,25,999,cv,0.89,0,0,NA,NA,NA
5409,2010,8,14,8,NA,24,26,999,cv,1.78,0,0,NA,NA,NA
5410,2010,8,14,9,NA,23,29,999,cv,2.67,0,0,NA,NA,NA
5411,2010,8,14,10,NA,18,31,999,NW,1.79,0,0,NA,NA,NA
5412,2010,8,14,11,NA,13,33,999,NW,5.81,0,0,NA,NA,NA
5413,2010,8,14,12,NA,-1,35,999,NW,15.64,0,0,NA,NA,NA
5414,2010,8,14,13,NA,0,35,998,NW,26.82,0,0,NA,NA,NA
5415,2010,8,14,14,NA,1,36,998,NW,38,0,0,NA,NA,NA
5416,2010,8,14,15,NA,3,36,998,NW,46.94,0,0,NA,NA,NA
5417,2010,8,14,16,NA,2,35,998,NW,58.12,0,0,NA,NA,NA
5418,2010,8,14,17,NA,5,35,999,NW,67.95,0,0,NA,NA,NA
5419,2010,8,14,18,NA,7,32,1000,NW,77.78,0,0,NA,NA,NA
5420,2010,8,14,19,NA,6,31,1001,NW,85.83,0,0,NA,NA,NA
5421,2010,8,14,20,NA,7,30,1001,NW,90.75,0,0,NA,NA,NA
5422,2010,8,14,21,NA,9,26,1002,cv,0.89,0,0,NA,NA,NA
5423,2010,8,14,22,NA,9,28,1002,NW,1.79,0,0,NA,NA,NA
5424,2010,8,14,23,NA,9,28,1003,NW,5.81,0,0,NA,NA,NA
5425,2010,8,15,0,NA,9,27,1003,NW,8.94,0,0,NA,NA,NA
5426,2010,8,15,1,NA,9,27,1003,NW,12.96,0,0,NA,NA,NA
5427,2010,8,15,2,NA,9,26,1003,NW,16.98,0,0,NA,NA,NA
5428,2010,8,15,3,NA,9,26,1003,NW,20.11,0,0,NA,NA,NA
5429,2010,8,15,4,NA,10,25,1003,NW,23.24,0,0,NA,NA,NA
5430,2010,8,15,5,NA,10,24,1004,NW,27.26,0,0,NA,NA,NA
5431,2010,8,15,6,NA,12,21,1004,NW,29.05,0,0,NA,NA,NA
5432,2010,8,15,7,NA,11,26,1005,NW,33.07,0,0,NA,NA,NA
5433,2010,8,15,8,NA,12,28,1005,NW,36.2,0,0,NA,NA,NA
5434,2010,8,15,9,NA,10,30,1005,NW,41.12,0,0,NA,NA,NA
5435,2010,8,15,10,NA,9,31,1006,NW,45.14,0,0,NA,NA,NA
5436,2010,8,15,11,NA,8,33,1005,NW,52.29,0,0,NA,NA,NA
5437,2010,8,15,12,NA,9,34,1005,NW,57.21,0,0,NA,NA,NA
5438,2010,8,15,13,NA,9,35,1004,cv,4.02,0,0,NA,NA,NA
5439,2010,8,15,14,NA,10,33,1004,SE,4.02,0,0,NA,NA,NA
5440,2010,8,15,15,NA,11,33,1004,cv,0.89,0,0,NA,NA,NA
5441,2010,8,15,16,NA,12,33,1004,SE,1.79,0,0,NA,NA,NA
5442,2010,8,15,17,NA,12,32,1004,SE,5.81,0,0,NA,NA,NA
5443,2010,8,15,18,NA,13,31,1004,SE,8.94,0,0,NA,NA,NA
5444,2010,8,15,19,NA,13,30,1004,SE,10.73,0,0,NA,NA,NA
5445,2010,8,15,20,NA,13,29,1005,SE,13.86,0,0,NA,NA,NA
5446,2010,8,15,21,NA,16,26,1005,SE,15.65,0,0,NA,NA,NA
5447,2010,8,15,22,NA,15,25,1006,cv,0.89,0,0,NA,NA,NA
5448,2010,8,15,23,NA,17,23,1006,cv,1.78,0,0,NA,NA,NA
5449,2010,8,16,0,NA,17,23,1006,NE,0.89,0,0,NA,NA,NA
5450,2010,8,16,1,NA,17,23,1006,cv,0.89,0,0,NA,NA,NA
5451,2010,8,16,2,NA,17,22,1007,NE,0.89,0,0,NA,NA,NA
5452,2010,8,16,3,NA,17,21,1007,NW,1.79,0,0,NA,NA,NA
5453,2010,8,16,4,NA,17,21,1007,NE,1.79,0,0,NA,NA,NA
5454,2010,8,16,5,NA,17,20,1007,NW,1.79,0,0,NA,NA,NA
5455,2010,8,16,6,NA,17,20,1008,NW,3.58,0,0,NA,NA,NA
5456,2010,8,16,7,NA,17,24,1008,NW,5.37,0,0,NA,NA,NA
5457,2010,8,16,8,NA,15,26,1008,NE,3.13,0,0,NA,NA,NA
5458,2010,8,16,9,NA,16,28,1008,NE,4.92,0,0,NA,NA,NA
5459,2010,8,16,10,NA,15,31,1008,cv,0.89,0,0,NA,NA,NA
5460,2010,8,16,11,NA,16,31,1008,cv,1.78,0,0,NA,NA,NA
5461,2010,8,16,12,NA,16,33,1007,cv,3.57,0,0,NA,NA,NA
5462,2010,8,16,13,NA,16,34,1007,cv,6.7,0,0,NA,NA,NA
5463,2010,8,16,14,NA,14,35,1006,SE,4.02,0,0,NA,NA,NA
5464,2010,8,16,15,NA,14,35,1005,SE,8.04,0,0,NA,NA,NA
5465,2010,8,16,16,112,15,34,1005,SE,12.96,0,0,NA,NA,NA
5466,2010,8,16,17,68,15,33,1005,SE,17.88,0,0,112,NA,NA
5467,2010,8,16,18,45,17,32,1005,SE,21.9,0,0,68,112,NA
5468,2010,8,16,19,69,15,30,1006,SE,25.92,0,0,45,68,112
5469,2010,8,16,20,68,15,30,1007,SE,29.94,0,0,69,45,68
5470,2010,8,16,21,92,16,29,1007,SE,33.96,0,0,68,69,45
5471,2010,8,16,22,79,17,28,1007,SE,37.09,0,0,92,68,69
5472,2010,8,16,23,68,18,26,1007,SE,38.88,0,0,79,92,68
5473,2010,8,17,0,76,18,26,1008,SE,40.67,0,0,68,79,92
5474,2010,8,17,1,81,19,24,1008,SE,42.46,0,0,76,68,79
5475,2010,8,17,2,97,19,23,1007,SE,44.25,0,0,81,76,68
5476,2010,8,17,3,114,19,23,1007,SE,46.04,0,0,97,81,76
5477,2010,8,17,4,140,19,22,1008,SE,47.83,0,0,114,97,81
5478,2010,8,17,5,158,18,22,1008,cv,0.89,0,0,140,114,97
5479,2010,8,17,6,158,19,22,1009,cv,1.78,0,0,158,140,114
5480,2010,8,17,7,182,20,24,1009,cv,2.67,0,0,158,158,140
5481,2010,8,17,8,166,21,26,1009,SE,3.13,0,0,182,158,158
5482,2010,8,17,9,188,20,28,1009,SE,6.26,0,0,166,182,158
5483,2010,8,17,10,194,21,29,1009,SE,9.39,0,0,188,166,182
5484,2010,8,17,11,174,19,31,1008,SE,14.31,0,0,194,188,166
5485,2010,8,17,12,173,17,33,1008,SE,20.12,0,0,174,194,188
5486,2010,8,17,13,121,17,33,1008,SE,25.04,0,0,173,174,194
5487,2010,8,17,14,125,16,33,1007,SE,30.85,0,0,121,173,174
5488,2010,8,17,15,122,16,33,1007,SE,36.66,0,0,125,121,173
5489,2010,8,17,16,118,17,32,1006,SE,41.58,0,0,122,125,121
5490,2010,8,17,17,123,16,32,1006,SE,47.39,0,0,118,122,125
5491,2010,8,17,18,127,17,31,1006,SE,52.31,0,0,123,118,122
5492,2010,8,17,19,152,18,30,1007,SE,56.33,0,0,127,123,118
5493,2010,8,17,20,144,18,28,1008,SE,59.46,0,0,152,127,123
5494,2010,8,17,21,145,19,27,1008,SE,62.59,0,0,144,152,127
5495,2010,8,17,22,156,19,26,1009,SE,65.72,0,0,145,144,152
5496,2010,8,17,23,171,21,25,1009,SE,67.51,0,0,156,145,144
5497,2010,8,18,0,199,22,25,1009,SE,69.3,0,0,171,156,145
5498,2010,8,18,1,249,22,24,1009,SE,71.09,0,0,199,171,156
5499,2010,8,18,2,300,22,25,1009,SE,72.88,0,0,249,199,171
5500,2010,8,18,3,285,22,24,1009,SE,76.01,0,0,300,249,199
5501,2010,8,18,4,281,22,24,1009,SE,79.14,0,0,285,300,249
5502,2010,8,18,5,318,22,24,1009,SE,80.93,0,0,281,285,300
5503,2010,8,18,6,326,22,24,1010,SE,84.06,0,0,318,281,285
5504,2010,8,18,7,337,23,25,1010,SE,87.19,0,0,326,318,281
5505,2010,8,18,8,312,23,26,1010,SE,90.32,0,0,337,326,318
5506,2010,8,18,9,311,23,27,1011,SE,93.45,0,0,312,337,326
5507,2010,8,18,10,291,23,27,1011,SE,95.24,0,0,311,312,337
5508,2010,8,18,11,230,23,27,1011,cv,0.89,0,0,291,311,312
5509,2010,8,18,12,246,23,28,1011,SE,1.79,0,1,230,291,311
5510,2010,8,18,13,309,23,28,1011,SE,3.58,0,2,246,230,291
5511,2010,8,18,14,283,23,28,1010,SE,6.71,0,3,309,246,230
5512,2010,8,18,15,237,23,28,1010,SE,8.5,0,0,283,309,246
5513,2010,8,18,16,164,24,27,1010,SE,10.29,0,1,237,283,309
5514,2010,8,18,17,140,24,27,1010,SE,12.08,0,2,164,237,283
5515,2010,8,18,18,140,24,27,1010,SE,12.97,0,3,140,164,237
5516,2010,8,18,19,152,23,25,1010,SE,14.76,0,4,140,140,164
5517,2010,8,18,20,173,23,24,1011,cv,1.79,0,6,152,140,140
5518,2010,8,18,21,136,22,24,1011,NW,3.13,0,8,173,152,140
5519,2010,8,18,22,90,19,22,1012,NW,6.26,0,9,136,173,152
5520,2010,8,18,23,103,20,22,1011,NW,10.28,0,10,90,136,173
5521,2010,8,19,0,104,20,22,1011,NW,14.3,0,11,103,90,136
5522,2010,8,19,1,106,20,22,1011,cv,0.89,0,12,104,103,90
5523,2010,8,19,2,89,21,22,1010,NW,1.79,0,13,106,104,103
5524,2010,8,19,3,85,21,22,1011,NW,3.58,0,14,89,106,104
5525,2010,8,19,4,84,21,22,1010,NW,6.71,0,0,85,89,106
5526,2010,8,19,5,88,21,22,1011,NW,9.84,0,0,84,85,89
5527,2010,8,19,6,97,21,22,1011,NW,12.97,0,0,88,84,85
5528,2010,8,19,7,102,21,23,1011,NW,16.1,0,1,97,88,84
5529,2010,8,19,8,93,22,23,1012,NW,17.89,0,0,102,97,88
5530,2010,8,19,9,102,21,24,1013,NW,21.02,0,0,93,102,97
5531,2010,8,19,10,100,21,24,1013,NW,22.81,0,0,102,93,102
5532,2010,8,19,11,100,21,26,1012,NW,25.94,0,0,100,102,93
5533,2010,8,19,12,78,21,28,1012,NW,27.73,0,0,100,100,102
5534,2010,8,19,13,75,21,28,1012,cv,0.89,0,0,78,100,100
5535,2010,8,19,14,93,21,27,1012,SE,1.79,0,0,75,78,100
5536,2010,8,19,15,123,22,27,1012,SE,3.58,0,0,93,75,78
5537,2010,8,19,16,124,21,28,1012,SE,6.71,0,0,123,93,75
5538,2010,8,19,17,116,22,28,1012,SE,8.5,0,0,124,123,93
5539,2010,8,19,18,129,22,27,1012,SE,10.29,0,0,116,124,123
5540,2010,8,19,19,121,23,26,1012,NE,0.89,0,0,129,116,124
5541,2010,8,19,20,134,22,25,1012,cv,0.89,0,0,121,129,116
5542,2010,8,19,21,137,22,25,1013,NE,0.89,0,0,134,121,129
5543,2010,8,19,22,154,22,24,1013,SE,1.79,0,0,137,134,121
5544,2010,8,19,23,210,22,24,1014,cv,0.89,0,0,154,137,134
5545,2010,8,20,0,195,22,24,1014,SE,1.79,0,0,210,154,137
5546,2010,8,20,1,154,22,24,1014,cv,0.89,0,0,195,210,154
5547,2010,8,20,2,152,22,24,1014,NE,0.89,0,0,154,195,210
5548,2010,8,20,3,164,22,24,1014,NW,0.89,0,0,152,154,195
5549,2010,8,20,4,165,22,23,1014,cv,0.89,0,0,164,152,154
5550,2010,8,20,5,126,22,23,1015,NW,1.79,0,0,165,164,152
5551,2010,8,20,6,121,21,23,1015,NW,4.92,0,0,126,165,164
5552,2010,8,20,7,132,22,23,1015,NW,8.05,0,0,121,126,165
5553,2010,8,20,8,119,22,25,1015,NW,9.84,0,0,132,121,126
5554,2010,8,20,9,88,23,27,1015,NW,12.97,0,0,119,132,121
5555,2010,8,20,10,79,22,28,1015,NW,16.99,0,0,88,119,132
5556,2010,8,20,11,65,22,30,1015,cv,1.79,0,0,79,88,119
5557,2010,8,20,12,63,21,30,1014,cv,2.68,0,0,65,79,88
5558,2010,8,20,13,79,23,31,1014,SE,1.79,0,0,63,65,79
5559,2010,8,20,14,93,21,32,1013,SE,3.58,0,0,79,63,65
5560,2010,8,20,15,116,22,31,1013,SE,5.37,0,0,93,79,63
5561,2010,8,20,16,146,23,30,1012,SE,9.39,0,0,116,93,79
5562,2010,8,20,17,138,22,29,1012,SE,13.41,0,0,146,116,93
5563,2010,8,20,18,144,23,28,1012,SE,17.43,0,0,138,146,116
5564,2010,8,20,19,151,23,27,1013,SE,20.56,0,0,144,138,146
5565,2010,8,20,20,132,23,26,1013,SE,23.69,0,0,151,144,138
5566,2010,8,20,21,113,22,25,1014,SE,26.82,0,0,132,151,144
5567,2010,8,20,22,63,22,24,1014,SE,28.61,0,0,113,132,151
5568,2010,8,20,23,64,23,24,1014,SE,30.4,0,0,63,113,132
5569,2010,8,21,0,45,21,24,1014,SE,32.19,0,0,64,63,113
5570,2010,8,21,1,62,21,24,1013,SE,33.98,0,0,45,64,63
5571,2010,8,21,2,60,21,23,1013,SE,35.77,0,0,62,45,64
5572,2010,8,21,3,39,21,23,1013,SE,37.56,0,0,60,62,45
5573,2010,8,21,4,47,21,23,1012,cv,0.89,0,1,39,60,62
5574,2010,8,21,5,45,21,22,1012,cv,1.78,0,0,47,39,60
5575,2010,8,21,6,52,21,22,1012,cv,2.67,0,1,45,47,39
5576,2010,8,21,7,52,21,22,1012,cv,3.56,0,2,52,45,47
5577,2010,8,21,8,53,21,22,1012,NW,1.79,0,3,52,52,45
5578,2010,8,21,9,50,20,23,1012,NW,4.92,0,4,53,52,52
5579,2010,8,21,10,35,19,22,1013,NW,12.07,0,5,50,53,52
5580,2010,8,21,11,46,20,22,1012,NW,16.99,0,6,35,50,53
5581,2010,8,21,12,51,19,21,1012,NW,21.91,0,7,46,35,50
5582,2010,8,21,13,38,19,21,1011,NW,27.72,0,8,51,46,35
5583,2010,8,21,14,34,18,20,1011,NW,32.64,0,10,38,51,46
5584,2010,8,21,15,44,19,20,1011,NW,37.56,0,11,34,38,51
5585,2010,8,21,16,19,18,20,1011,NE,4.02,0,12,44,34,38
5586,2010,8,21,17,21,19,20,1011,NE,8.04,0,13,19,44,34
5587,2010,8,21,18,12,19,21,1011,NW,4.92,0,14,21,19,44
5588,2010,8,21,19,26,18,20,1011,NW,8.05,0,0,12,21,19
5589,2010,8,21,20,46,18,20,1012,NW,9.84,0,1,26,12,21
5590,2010,8,21,21,29,17,20,1013,NW,13.86,0,2,46,26,12
5591,2010,8,21,22,13,17,20,1012,NE,4.02,0,3,29,46,26
5592,2010,8,21,23,9,16,19,1012,NE,7.15,0,4,13,29,46
5593,2010,8,22,0,9,16,19,1013,NE,10.28,0,5,9,13,29
5594,2010,8,22,1,9,16,19,1013,NW,4.02,0,0,9,9,13
5595,2010,8,22,2,17,16,20,1013,NE,4.02,0,0,9,9,9
